Report Type	Class	Year	Season	Month	State	County	Nearest Town	Time And Conditions	Date	National Park Visitation Count	Witness Count	Multiple Witnesses	BigFoot Hotspot	Forest cover rate	Number of lakes	Total Disasters	City/Suburb/Town/Rural	Unemployment_rate	Civilian labor force
Report	Class B	1998	Summer	February	Indiana	Sullivan			23		0.0	False	FALSE	18.9%	0-250	1.0			
Report	Class B	2010	Summer	July	Indiana	Tippecanoe	West Point	0130 hrs	11	2395485	3.0	True	FALSE	18.9%	0-250	1.0	City	8.6	86,557
Report	Class A	2000	Summer	April	Indiana	Vanderburgh	Evansville	Between 5:00-6:00am,Very quiet,still, just before sunrise.Warm & clear.	17	1522253	2.0	False	FALSE	18.9%	0-250	0.0	City	3.2	89,664
Report	Class B	1998	Fall	March	Indiana	Vermillion	Clinton	Sounds heard every fall since	17	2197844	0.0	False	FALSE	18.9%	0-250	1.0			
Report	Class A	2001	Winter	February	Indiana	Vermillion	Newport	Mid-morning; slightly overcast;	20	2141096	0.0	False	FALSE	18.9%	0-250	1.0	City	5.3	8,076
Report	Class B	2006	Summer	July	Indiana	Warrick	Elberfeld	It occured around 9:30/10:00, it was very dark the moon was covered by thick overhead trees and very wet it had rained the day before.	30	2190492	4.0	True	FALSE	18.9%	0-250	5.0	City	4.1	30,974
Report	Class A	2006	Summer	April	Indiana	Warrick			7		0.0	False	FALSE	18.9%	0-250	5.0	City	4.1	30,974
Report	Class B	2020	Summer	June	Indiana	Washington	Salem	First knocks were heard about 1:30 pm and the second knock was heard about 4:30 pm.	17	2459906	2.0	False	FALSE	18.9%	0-250	6.0	City	6.9	13,465
Report	Class B	2006	Summer	June	Indiana	Washington	nearest larger city New Albany, IN	11pm to midnight pitchblack slight fingrnail moon hot muggy	5	2190492	6.0	True	FALSE	18.9%	0-250	5.0	City	6.1	14,297
Report	Class A	2005	Summer	February	Indiana	Washington	New Pekin	The time was in the early afternoon and it was a clear, sunny day.	17	2041374	1.0	False	FALSE	18.9%	0-250	0.0	City	6.1	13,997
Report	Class A	2009	Summer	April	Indiana	Washington	Campbellsburg		11	1836880	4.0	True	FALSE	18.9%	0-250	0.0	City	12.1	14,143
Report	Class B	2000	Winter	December	Indiana	Washington	South Boston (Salem area)	It was around 9:00 PM and was cool maybe cold.	6	1344019	1.0	False	FALSE	18.9%	0-250	0.0	City	3.8	14,025
Report	Class B	2001	Summer	April	Indiana	Wayne	Centerville, Indiana	occured around 2pm at night	7	2121574	2.0	False	FALSE	18.9%	0-250	1.0	Town	5.2	34,650
Report	Class B	2006	Summer	September	Indiana	Wells	Bluffton	Around 3:30 or 4:00 in the morning	22		15.0	True	FALSE	18.9%	0-250	5.0	City	4.3	15,030
Report	Class B	2002	Summer	December	Kansas	Bourbon	Uniontown	Around Noon. Sunny, but very windy.	26	128654	1.0	False	FALSE	2.8%	0-250	2.0	Rural	4.8	8,283
Report	Class A	2000	Summer	November	Kansas	Bourbon	Fort Scott	During the day at around noon.  It was dark and cloudy, and starting to sprinkle.	1	94391	0.0	False	FALSE	2.8%	0-250	1.0	Rural	3.9	8,191
Report	Class B	2019	Summer	January	Kansas	Cherokee	Cherokee	Daytime clear day	19	97869	1.0	False	FALSE	2.8%	0-250	4.0	Town	3.4	10,162
Report	Class A	2005	Fall	February	Kansas	Coffey	Lebo	The time was approx midnight, weather was chilly, night was clear with maybe a half to quarter moon.	16		2.0	False	FALSE	2.8%	0-250	0.0	Town	5.6	5,130
Report	Class B	2003	Summer	January	Kansas	Crawford	Pittsburg	It was around 4:00 p.m. on a good sunny day with few clouds.	11	88144	1.0	False	FALSE	2.8%	0-250	2.0	Suburb	5.6	19,388
Report	Class A	2001	Fall	March	Kansas	Douglas	Lawrence	It was between 4 and 5 in the afternoon.  It was sunny, a little cloudy, and a little windy.  There were no other anilmals in the area, no sounds but the wind.  It was a very eery setting.  It was in the woods so there was no direct light, but there was plenty of it.	22	116220	0.0	False	FALSE	2.8%	0-250	1.0	City	3.3	58,881
Report	Class A	1998	Summer	May	Kansas	Geary			24	59958	0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class A	2020	Fall	August	Kansas	Jackson	Netawaka	It was in the evening, close to dusk.	27	98591	1.0	False	FALSE	2.8%	0-250	5.0	City	5.4	7,213
Report	Class A	2012	Fall	December	Kansas	Jackson	Mayetta KS	1:30 am , dark and clear. no clouds but moonlight	23	101752	2.0	False	FALSE	2.8%	0-250	3.0	City	5.6	7,373
Report	Class A	1998	Unknown	May	Kansas	Jackson			25		0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class B	2005	Spring	February	Kansas	Jefferson	Perry	About 2:30pm or so; full light, some light clouds, muddy but not squishy.    Lake side, hilly, with elms, oaks, etc.  No squirrels seen at all.	27	121419	1.0	False	FALSE	2.8%	0-250	0.0	City	5.2	10,098
Report	Class B	2016	Summer	October	Kansas	Johnson	Lenexa	2pm. Temperature was 63 to be exact	16	91930	3.0	True	FALSE	2.8%	0-250	2.0	City	3.2	329,826
Report	Class A	2021	Spring	May	Kansas	Kingman	Murdock Kansas		19	101079	1.0	False	FALSE	2.8%	0-250	3.0			
Report	Class B	2012	Spring	July	Kansas	Kingman		See above.  Many separate instances and conditions.	11	101752	1.0	False	FALSE	2.8%	0-250	3.0	City	6.1	3,783
Report	Class B	2012	Spring	December	Kansas	Kingman	Murdock	11pm	10	160285	1.0	False	FALSE	2.8%	0-250	3.0	City	6.1	3,783
Report	Class B	2000	Fall	November	Kansas	Kingman	Kingman, Kansas	The sighting was on a fall evening about 6:30 pm.	18	116220	3.0	True	FALSE	2.8%	0-250	1.0	City	3.7	4,236
Report	Class A	1998	Winter	May	Kansas	Labette	Chetopa		28		0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class B	2003	Winter	December	Kansas	Leavenworth	Leavenworth / Kansas City	My experiance was in the late afternoon early evening. The Officer in Question was during the Early Evening hours.	14		2.0	False	FALSE	2.8%	0-250	2.0	City	6.2	32,232
Report	Class A	2014	Spring	March	Kansas	McPherson	McPherson	At 9:42pm I called my ex husband and left a message that I had just seen the same creature that we saw 20 years ago.........call me now !	30	98591	2.0	False	FALSE	2.8%	0-250	6.0	Town	3.2	16,853
Report	Class A	1998	Fall	October	Kansas	Miami	Louisburg ,Kansas	It occurred around 1 a.m. in the morning	15	121311	0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class A	2019	Winter	December	Kansas	Miami	Paola		16	119175	1.0	False	FALSE	2.8%	0-250	4.0	City	3.3	17,727
Report	Class A	2018	Summer	June	Kansas	Mitchell	the one with the big ball of twine [Cawker, Kansas]	9:35 PM	24	117029	3.0	True	FALSE	2.8%	0-250	4.0	Rural	2.2	3,453
Report	Class A	1998	Fall	January	Kansas	Montgomery			1		0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class A	2009	Summer	April	Kansas	Morris	Dunlap	Early morning right at sunrise with spotty foggy conditions.	24	86264	1.0	False	FALSE	2.8%	0-250	4.0	Town	7.0	3,074
Report	Class B	2010	Summer	May	Kansas	Neosho	st. paul, kansas	found a single track on the rocky rivers edge at mid-day. sunny.  cabin was shaken at approximately midnight.	26	86264	3.0	True	FALSE	2.8%	0-250	2.0	Rural	10.1	7,408
Report	Class B	2000	Fall	August	Kansas	Neosho	Galesburg, Kansas	Approximately 12:30 AM Chilly,but not cold.	19		2.0	False	FALSE	2.8%	0-250	1.0	Rural	4.5	8,376
Report	Class B	2009	Summer	October	Kansas	Osage	Scranton	Approximately Midnight, Full Moon	25	145327	4.0	True	FALSE	2.8%	0-250	4.0	City	7.8	8,506
Report	Class A	2012	Spring	January	Kansas	Ottawa	bennington		17	90383	1.0	False	FALSE	2.8%	0-250	3.0	Town	5.4	3,232
Report	Class A	2012	Summer	June	Kansas	Pratt	Pratt	daylight and very windy and dusty	19	101752	1.0	False	FALSE	2.8%	0-250	3.0	Rural	4.5	5,457
Report	Class B	2012	Spring	December	Kansas	Rice	McPherson		19	101906	2.0	False	FALSE	2.8%	0-250	3.0	Rural	4.4	5,424
Report	Class B	2012	Summer	October	Kansas	Riley	Manhattan	It was late maybe 2am. It was a clear night as for weather but the moon want bright. Not windy either.	21	90383	1.0	False	FALSE	2.8%	0-250	3.0	City	4.4	36,386
Report	Class A	2001	Unknown	January	Kansas	Riley			18		0.0	False	FALSE	2.8%	0-250	1.0	City	3.3	30,307
Report	Class A	2014	Fall	December	Kansas	Rooks	Zurich	Clear and it was 7pm when we saw all of this.	8	98591	3.0	True	FALSE	2.8%	0-250	6.0	Rural	3.6	2,854
Report	Class B	2012	Spring	May	Kansas	Saline	Kanopolis State Park	around midnight but moon was pretty full	5	101752	4.0	True	FALSE	2.8%	0-250	3.0	Town	5.7	30,824
Report	Class A	2014	Spring	January	Kansas	Sedgwick	Cheney	It was evening, just before dark.  It was a perfect spring day, starting to cool off, light jacket weather.  I don't recall exactly what month it was, maybe April.  It was late enough in spring to have plenty of greenery, but still cool outside.	16	90383	1.0	False	FALSE	2.8%	0-250	6.0	City	5.3	247,338
Report	Class B	1998	Unknown	May	Kansas	Sedgwick			24	145327	0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class A	1998	Summer	August	Kansas	Sedgwick	Southwest of Wichita near Viola, Ks		26		0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class A	1998	Fall	February	Kansas	Sedgwick		7:00 A.M.	22		0.0	False	FALSE	2.8%	0-250	1.0			
Report	Class B	2005	Spring	April	Kansas	Shawnee	Topeka	Photos taken at 4:30pm; gray cloudy sky, about 50F, strong north wind (30-40mph); rained the previous day or so.	28	121419	0.0	False	FALSE	2.8%	0-250	0.0	City	5.5	92,903
Report	Class A	2005	Summer	July	Kansas	Shawnee	Topeka	Early evening dry and clear.	10		2.0	False	FALSE	2.8%	0-250	0.0	City	5.5	92,903
Report	Class A	2004	Spring	January	Kansas	Sumner	South Haven	After dark, full moon, cloudless, spring evening, warm enough for a jacket not to be needed.	4	133039	0.0	False	FALSE	2.8%	0-250	0.0	City	6.3	12,333
Report	Class A	2013	Fall	February	Kansas	Sumner	Wichita	dusk with light drizzle and heavy traffic	26	133039	2.0	False	FALSE	2.8%	0-250	4.0	City	5.6	11,171
Report	Class B	2019	Spring	January	Kansas	Woodson	neosho falls	it happend around 1100 pm and it was clear sky full of stars but no mooon. fishing was really good upto the occurence	9	117029	2.0	False	FALSE	2.8%	0-250	4.0	Rural	4.2	1,621
Report	Class A	2015	Winter	February	Kansas	Wyandotte	Western edge of Kansas City, Kansas	Between midnight and 1 AM	16	115903	2.0	False	FALSE	2.8%	0-250	4.0	City	6.0	76,349
Report	Class B	2015	Winter	January	Kansas	Wyandotte	Edwardsville KS	early morning around 6 am	14	98591	4.0	True	FALSE	2.8%	0-250	4.0	City	6.0	76,349
Report	Class B	2008	Spring	January	Kentucky	Allen	Scottsville, Kentucky	Late afternoon	18	3057426	3.0	True	FALSE	48.6%	0-250	3.0	City	7.1	8,399
Report	Class A	2012	Fall	February	Kentucky	Anderson	Lawrenceburg	overcast sky about 1 hour before dark.  breezy.	10	1475834	2.0	False	FALSE	48.6%	0-250	4.0	Suburb	6.9	11,543
Report	Class A	2001	Fall	January	Kentucky	Anderson	Lawrenceburg, Ky.	The weather was fair, but cool.  The time of day was about 1/2 hour before dark.  There was enough light to see well.	2	3665941	1.0	False	FALSE	48.6%	0-250	1.0	Suburb	5.0	10,308
Report	Class A	1999	Winter	October	Kentucky	Ballard	Mayfield or Wickliffe	It was cold, but a very clear night	22	3665941	2.0	False	FALSE	48.6%	0-250	3.0			
Report	Class B	2003	Summer	July	Kentucky	Barren	Cave City	"Just after sunset, during ""Astronomical Twilight""."	18	3068569	1.0	False	FALSE	48.6%	0-250	2.0	Suburb	5.2	19,460
Report	Class A	2008	Fall	March	Kentucky	Bell	Chenoa, ky	dusk and the sun was just setting	2	2477406	1.0	False	FALSE	48.6%	0-250	3.0	Town	9.0	9,640
Report	Class A	1998	Unknown	October	Kentucky	Bell	Cary	Afternoon	30		1.0	False	FALSE	48.6%	0-250	1.0			
Report	Class A	2011	Fall	December	Kentucky	Boone	petersburg	9:15 pm   clear night.  lighting from headlight of motorcycle.	26	1475834	1.0	False	FALSE	48.6%	0-250	5.0	City	7.8	64,380
Report	Class C	1995	Unknown	September	Kentucky	Boone	Constance		22	3224587	0.0	True	FALSE	48.6%	0-250	0.0			
Report	Class A	2008	Summer	September	Kentucky	Boone	Richwood	The middle of the day.  Clear and warm.	25	3243487	0.0	False	FALSE	48.6%	0-250	3.0	City	5.5	63,099
Report	Class A	2001	Summer	October	Kentucky	Boyd	Ashland	2:45 to 3:00 A.M. , warm about 75 to 80 degrees. Dark . dry weather.	25	3682669	2.0	False	FALSE	48.6%	0-250	1.0	City	6.5	21,475
Report	Class B	2004	Winter	September	Kentucky	Breathitt	Jackson	early morning and very cold below freezing with a light snow	28	2479289	1.0	False	FALSE	48.6%	0-250	2.0	Rural	7.4	5,498
Report	Class B	2010	Winter	January	Kentucky	Carroll	Sanders (Carrollton)	Morning just before daylight (between 7:20-7:35). It was a cold but clear morning.	21	1593093	2.0	False	FALSE	48.6%	0-250	1.0	Rural	14.6	5,027
Report	Class B	2001	Winter	February	Kentucky	Carter	Grayson	Almost always around 11:00 to early morning.  Sometimes very dark to bright moonlight.	25		30.0	True	FALSE	48.6%	0-250	1.0	Town	10.3	12,482
Report	Class A	2001	Fall	January	Kentucky	Casey	Liberty	afernoon	1		1.0	False	FALSE	48.6%	0-250	1.0	Rural	6.8	7,200
Report	Class A	1999	Summer	January	Kentucky	Clark	Winchester and Richmond	Late in the evening, around 7-8 PM	12		0.0	False	FALSE	48.6%	0-250	3.0			
Report	Class A	1998	Fall	August	Kentucky	Crittenden	Shady Grove	Fourth day of the 97 turkey season (the strange sounds) 6:30 a.m.I beleive the second sighting was around October of the same year at about 11:00 p.m. The third sighting was Aug. 9 1998 at about 11:10 p.m.	10	3633498	0.0	False	FALSE	48.6%	0-250	1.0			
Report	Class A	2015	Fall	May	Kentucky	Daviess	Philpot	Dusk; right before dark so the woods was getting dark and almost the ideal conditions to record a scary movie. Weather was hot and muggy	30	3075262	1.0	False	FALSE	48.6%	0-250	4.0	City	4.5	45,598
Report	Class A	2009	Spring	December	Kentucky	Daviess	Masonville	Late afternoon, almost sunset, sun still out, clear skies, high visibility.	16	1685240	1.0	False	FALSE	48.6%	0-250	5.0	City	9.7	48,386
Report	Class B	2018	Fall	October	Kentucky	Elliott	Sandy Hook KY	Between 7:45 - 7:47 pm / very dark, no precipitation, ground was soft from copious rain about a week ago. Had been a cold day, daytime high was around 55, low was in the mid 30s. At the time of the sighting, it was about 48-50 degrees.	19	1478361	2.0	False	FALSE	48.6%	0-250	1.0	Rural	9.1	2,045
Report	Class B	2009	Summer	March	Kentucky	Fleming	Mays Lick	late nite.	26	3075262	21.0	True	FALSE	48.6%	0-250	5.0	Rural	12.8	6,564
Report	Class A	1995	Fall	January	Kentucky	Fleming	Fairview		1	2220527	0.0	False	FALSE	48.6%	0-250	0.0			
Report	Class A	2010	Fall	July	Kentucky	Franklin	Lawrenceburg KY	Late afternoon around 4pm, it was overcast but good light.	7	2477406	3.0	True	FALSE	48.6%	0-250	1.0	Suburb	8.8	24,748
Report	Class B	2012	Fall	November	Kentucky	Grant	Dry Ridge	I found the skull at 11am an it was bright and sunny. We seen it at 3pm and it was bright and sunny.	26	1531567	1.0	False	FALSE	48.6%	0-250	4.0	City	9.1	11,508
Report	Class A	2004	Fall	May	Kentucky	Grant	40 miles S of Cincinnati	Late at night, no light but my car headlights, no rain or snow, road was dry.	19		1.0	False	FALSE	48.6%	0-250	2.0	City	5.4	12,443
Report	Class B	2012	Spring	May	Kentucky	Grayson	Leitchfield	It was late around 9:30 or 10pm on a beautiful spring night.	19	1531567	1.0	False	FALSE	48.6%	0-250	4.0	Town	10.3	11,318
Report	Class B	2005	Summer	February	Kentucky	Grayson	Leitchfield	Dusk.  Hot, humid, sticky weather.	24		1.0	False	FALSE	48.6%	0-250	1.0	Town	8.6	11,451
Report	Class A	2001	Winter	January	Kentucky	Greenup	Greenup, KY	It was dark outside and kinda wet on the ground it had just rained the other day. All i remember about the weather it was very cloudy.	16	3000743	2.0	False	FALSE	48.6%	0-250	1.0	City	6.3	15,862
Report	Class B	2006	Winter	December	Kentucky	Greenup	Flatwoods	It was approximately 11.00 P.M.  A clear, very cold and clear night with a full moon.	8	3197856	1.0	False	FALSE	48.6%	0-250	2.0	City	5.8	17,391
Report	Class A	2016	Fall	April	Kentucky	Greenup	Greenup, Kentucky	It was around 7:30 in the morning. The weather was overcast and foggy. There was a heavy dew fall the night before.	14	3130009	1.0	False	FALSE	48.6%	0-250	1.0	City	8.5	13,884
Report	Class A	2013	Winter	January	Kentucky	Harlan	Wallins	6:30 dusk	13	1426832	0.0	False	FALSE	48.6%	0-250	1.0	Rural	17.9	9,503
Report	Class B	2009	Fall	January	Kentucky	Harlan	Evarts	10:00 AM	2	1490471	4.0	True	FALSE	48.6%	0-250	5.0	Rural	11.3	10,619
Report	Class A	2013	Fall	March	Kentucky	Harlan	Harlan / Hyden	Early morning.  Light rain.	10	1734917	6.0	True	FALSE	48.6%	0-250	1.0	Rural	17.9	9,503
Report	Class B	2011	Fall	September	Kentucky	Harlan	Keokee Virginia	it was around 2 am,cool weather.A strong thunderstorm had occurred earlier that day.	8	3665941	2.0	False	FALSE	48.6%	0-250	5.0	Rural	11.1	10,049
Report	Class A	2005	Winter	February	Kentucky	Harlan	Louellen	3:am It was clear with a moon over head, very cold.	8	2081608	2.0	False	FALSE	48.6%	0-250	1.0	Rural	7.8	10,012
Report	Class A	2000	Fall	March	Kentucky	Henry	Lockport	Just after sunset, it was a bright moon-lit night,clear sky	11		2.0	False	FALSE	48.6%	0-250	0.0	City	3.1	7,780
Report	Class B	2011	Winter	December	Kentucky	Hopkins	Madisonville	morning right as the sun was coming up but it is still dark too	29	1593093	2.0	False	FALSE	48.6%	0-250	5.0	Town	8.4	21,594
Report	Class B	2001	Summer	January	Kentucky	Hopkins	mortons gap	night,lantern lighting ,no moon,	24	3505834	2.0	False	FALSE	48.6%	0-250	1.0	Town	5.8	21,048
Report	Class B	2010	Summer	March	Kentucky	Hopkins	Madisonville,KY.	Around 6:30 or 7pm.It didn't get dark that time of year until around 8 or 8:30.Light was still good,weather clear.	8	3505834	2.0	False	FALSE	48.6%	0-250	1.0	Town	9.8	21,318
Report	Class A	1998	Winter	February	Kentucky	Hopkins	White Plains		10	3224587	3.0	True	FALSE	48.6%	0-250	1.0			
Report	Class A	2007	Fall	August	Kentucky	Hopkins	Earlington	Vocalization:  Early morning before sunup/still dark.  Clear weather, little wind, cool/chilly.	23	3130009	2.0	False	FALSE	48.6%	0-250	2.0	Town	5.9	23,337
Report	Class A	2008	Winter	July	Kentucky	Jackson	Mckee	9:31 am it was dark my street light was on cold and clear was the weather	7	1734917	5.0	True	FALSE	48.6%	0-250	3.0	Rural	11.4	4,121
Report	Class B	1998	Summer	January	Kentucky	Jefferson	Shively	"This would have been the summer of 1971, I believe. I remember the movie ""The Legend of Boggy Creek"" being released the following summer and we were impressed by the way the creature in the film howled in a similar way to the sounds we'd heard the previous summer."	31		2.0	False	FALSE	48.6%	0-250	1.0			
Report	Class A	2014	Fall	September	Kentucky	Jessamine		Many different times. The one sighting was at night, but I had both moonlight and lights from my house to see. Weather was clear.	28	1643826	2.0	False	FALSE	48.6%	0-250	1.0	City	5.2	24,921
Report	Class A	2001	Unknown	April	Kentucky	Johnson	Van  Lear	The weather- I don't remember what season it was but there was no rain or snow. The lighting - was very bright in my room and was very dark outside. the time was between 8:00pm or 9:00pm. I think it could have been in the fall.	5		6.0	True	FALSE	48.6%	0-250	1.0	Rural	6.1	9,247
Report	Class A	2001	Fall	January	Kentucky	Johnson	Paintsville	No clouds and about 60 degrees	26	3396612	1.0	False	FALSE	48.6%	0-250	1.0	Rural	6.1	9,247
Report	Class A	2016	Fall	October	Kentucky	Larue	Campbellsville	530am, dark, calm weather, I had a strong flashlight on it also	31	1659396	1.0	False	FALSE	48.6%	0-250	1.0	City	4.5	5,900
Report	Class A	2007	Summer	March	Kentucky	Laurel	London	about 8:00 pm	10	3075262	2.0	False	FALSE	48.6%	0-250	2.0	Town	5.3	26,656
Report	Class A	2007	Spring	March	Kentucky	Laurel	London	about 2:00pm	19	3426868	1.0	False	FALSE	48.6%	0-250	2.0	Town	5.3	26,656
Report	Class B	2018	Fall	October	Kentucky	Lawrence	Blane	Dusk and night	28	1478361	4.0	True	FALSE	48.6%	0-250	1.0	Rural	7.0	5,054
Report	Class B	2015	Fall	November	Kentucky	Lawrence	Blaine KY	day and night	29	1556101	2.0	False	FALSE	48.6%	0-250	4.0	Rural	9.5	4,969
